,ID,Input,Augment
1119925,1973860975,Is making some new clothing designs!,Make new clothing designs!
1009935,1880947234,"At home, having a long weekend. Helping my wife get ready for her book launch party later today on campus  I am v.proud of her.","At home, spending a long weekend. Help my wife prepare for her book launch party later in the campus, I am a v. Proud of her."
640988,2235127992,"@JaylaStarr Everyone in and out of Vegas all the time, makes me so jealous  lol. I need to move already","@Jaylastarr everyone in and out of vegas all the time, makes me so jealous lol. I need to move already"
1462552,2064038484,@crosbyloggins sent two emails to 1st 2 stations sending other 2 now. Can't wait to chat more,@CrosbyLoggins sent two emails to 1st 2 stations sending others. I can't wait to chat more
48140,1677797178,@ozdj too many beers,@ozdj too many beers
1425511,2059065098,At buffolow wild wings wit my parents an sisters,In Buffolow Wild Wings with my parents and sisters
447511,2068720983,She's gone...   &quot;They call her love love love love love&quot;,She left ... & quot; They call him love love love love & quot;
1025231,1883433160,@mjnypost good luck! looking forward to your interview! XD david cook is very nice.,@mjnypost good luck! Pending your interview! XD David Cook is very good.
588468,2216663775,The hottest love has the coldest end,The hottest love at the coldest end
914127,1752796478,@whoaaitskristi OMG I'M SOO EXCITED! i've been waiting for it ever since i saw the 5th one at midnight the night before!,@whoaaiitskristi OMG I am so excited! I have been waiting for it since I saw the 5th at midnight the day before!
1037954,1956602369,I'm watching The Sandlot,I look at the sandot
229733,1978542214,Ewww I can feel my dads disappointment from a mile away,Ewww I can feel my father disappoin a mile distance
852839,1573048246,@katydonde umm...maybe that's how the British spell it?,@Katydonde Umm ... Is that how the British spent it?
118140,1827773148,Sticky back plastic is really evil.,The sticky rear plastic is really bad.
1042307,1957184597,@NYCgirl814 your welcome,@ Nycgirl814 your welcome
5759,1469176829,House completly surprised me last night. I can't believe I cried watching an episode of House. So sad.,The house completely surprised me last night. I cannot believe that I cried while watching an episode of House. So sad.
186270,1968263800,"Whoa, my nails are so long! I dont bite them anymore  but they keep breaking ","Whoa, my nails are so long! I don't bite them anymore but they continue to break"
1300860,2007107112,@adityarao310 and you have @LimeIce too. I like her work. Go show some love over at her portfolio,@ Adityarao310 and you also have @Limeice. I like his work. Go show a little love in his wallet
931520,1770839500,Gone to get smoothies with Kim and Victor.,Left to get smoothies with Kim and Victor.
524546,2193526249,awww poor buck he keps getting caut on my school jumper,Awww Poor Buck He Keps gets caught on my school sweater
514116,2190547040,no shoes,no shoes
665236,2244821314,"So, yeah.  I missed my flight, Delta was mean to me.  So I'm here until Sunday.  Sucks, because I'm missing whitewater rafting.  ","So here is. I missed my flight, Delta was nasty for me. So I'm here until Sunday. Suck, because I lack lively water rafting."
1551638,2184181848,i'm the most happy girl in the world! he is perfect!,I am the happiest girl in the world! He is perfect!
262327,1986165816,@businessboomer http://twitpic.com/6cmr2 - can't see the pic,@businessboomer http://twitpic.com/6cmr2 - Impossible to see the photo
584648,2215345810,@sheisXiomada girl I don't even know!! At least it turns on! Could be worse!,@Sheisxiomada girl I don't even know !! At least it comes on! Could be worse!
1211744,1989183975,"Houston, that's not my problem. But I'll pray for you if you need me to. ",Houston is not my problem. But I will pray for you if you need me.
801869,1468145805,finally got approved for the apartment. Mandy and I really deserve it.,was finally approved for the apartment. Mandy and I really deserve it.
99101,1793515105,"@CheekyKerri lol the joys of a family business huni. It will work out, after kicking off I have made my point, just feel a bit odd now  x","@Cheekykerri lol The joys of a Huni family business. It will work, after launching, I made my point of view, I feel a little strange now x"
793437,2326633436,"i want a cookie, but there is absolutely nothing of the sort in my house ","I want a cookie, but there is absolutely nothing like this"
1401995,2054641452,hey all im bored and since im wating for cliare before going to my grans i thought i would twitter lol,Hey everything I get bored and since I expect Cliare before going to my big
1261403,1998613785,@CAfilly gettin all csi on us !,@Cafilly Gettin All CSI on us!
638835,2234565761,Girlfriend gone to France for 5 days.  Missing her already!,The girlfriend went to France for 5 days. She is already missing!
523606,2193191173,"@HASSIA bÃ¤h i Need a dry cellar. Stupid altbau, so far I've nothing I can safely put down there ","@Hassia biss I need a dry cellar. Stupid Altbau, so far I can't put anything safe there"
1263132,1998977598,This song is just an awesome mood &quot;picker-upper&quot;   #MusicMonday â« http://blip.fm/~7gu1h,"This song is just a great mood & quot; Picker-upper & quot; #Musicmonday â ™ ""http://blip.fm/~7gu1h"
1264976,1999355446,@ARExistence oooooooohhhhh sounds good!,@Arexistencencence oooooohhhh rings well!
869852,1678239933,"@katyand oh no, all my own IP. Just three guys keen to make an app ","@Katyand oh no, all my own ip. Just three guys wanting to create an application"
1492429,2069287341,60-ish miles till back to vegas,60 miles until return to Vegas
721836,2261313498,I WISH I had a hot pop song on the radio that would impress @PerezHilton so that he would TALK to me,I would have liked to have a hot pop song on the radio that would impress @perezhilton to speak to me
406301,2058900829,@DeadHaunted me too .. i'm ready to give up on twitter  its too bad to cuz i like this place,"@DeadhaUntenized Me too .. I'm ready to give up on Twitter, it's too bad for because I like this place"
1079564,1968083047,is happy she can relax and not worry bout exams. wooooo!!!,is happy that she can relax and not worry the exams. woooooo !!!
1257417,1997697159,@so_margie haha no creo xD... oook  love you too,@So_margie haha ​​no Creo xD ... Oook likes you too
202252,1972082599,@AmMarvellous 2 years at least,@Ammarvellous at least 2 years
888400,1687279034,"@mileycyrus I really want to come, but I live in Denmark. So that's maybe going to be a little bit hard! hehe ","@Milecyyrus I really want to come, but I live in Denmark. So it's going to be a little hard! eh eh"
264370,1986849393,@dcorsetto Waah! couldn't see any of them b/c I was at work when they were posted.,@dcorsetto waah! I couldn't see any of them because I was at work when they were displayed.
1465970,2064420966,"determined to beat this depression : sun is out, poppy is lively, http://sandvich.org is refined and still making me chuckle  stats added.","Determined to beat this depression: the sun is out, Poppy is alive, http://sandvich.org is refined and always makes me laugh the statistics."
402850,2058035824,@Kendrajaderossi I would but he's in SLC today/night!  Come out w/ us this week.,@Kendrajaderossi I would do it but it is in SLC today / night! Go out with us this week.
82651,1753127501,"I'm cold  Norco, United States N 33ï¿½ 57' 0'' / W 117ï¿½ 33' 0''","I am cold Norco, United States n 33ïï last 57 '0' '/ w 117ïï 33' 0 ''"
708614,2257356462,Arrived in K.C. Safe and sound a little bumpy and raining,Arrived at K.C. Sure and sounds a little bumpy and rained
824191,1556169275,"@mycatranch sorry about that, &quot;Demyx&quot; is then  (headslap)","@Mycatranch sorry, ""Demyx & quot; is then (Headslap)"
620072,2228198310,"&quot;...The guy gets all the glory the more he can score, While the girl can do the same and yet you call her a wh**e&quot; so sad ","& quot; ... the guy gets all the glory, the more he can mark, while the girl can do the same and yet you call her a Wh ** e & quot; so sad"
511482,2189909316,@Iakido Sorry that you're feeling ill  I hope you get better really quickly!,@Ikido sorry that you feel bad I hope you will improve very quickly!
306482,2000251663,"I'm a big sicko, hope I don't get my Chikis sick!!! ","I am a big patient, I hope I will not go sick chikis !!!"
550146,2202839680,@winnely yes but the hills wont be the same without @laurenconrad,@winnelry yes but the hills will not be the same without @laurenconrad
1364153,2049671654,&amp; he got away with the girls in the back acting like they are too hot to dance.,"& amp; He fled with girls on the back, acting as if they were too hot to dance."
1169144,1980224238,@abetpabalate Aimee Rarugal.. She's a comm3 classmate,@AbetPabalate Aime Ruugal .. She is a Comm3 classmate
1435885,2060890153,@goldensunshyne LOL you scared me for a sec.,@goldensunshyne lol you scared me for a second.
1397797,2054010285,@kyubic gotcha,@Kyubic Gotcha
91050,1759305236,This internet is horrible slow. No DRC for me tonight,This internet is horrible slow. No DRC for me tonight
453329,2070281628,@EmmaATLx I don't even have that. All I have is my phone and my music.,@Emmaatlx I don't even have that. All I have is my phone and my music.
1318684,2014400061,@greekile you're on twitter!  teehee.,@Greekile you are on Twitter! Teehee.
782783,2323748034,ay? doing postman job again....,yes? Make the work of factor again ...
581263,2214228713,@hipeoples302 they're for my brother and his friends tomorrow.  but I stole one. I'm gonna admit. They're pretty awesome.,@ Hipeoples302 they are for my brother and his friends tomorrow. But I stole one. I will admit. They are quite great.
1031795,1933111117,@supersoundguy someone pee in your cornflakes?,@SupersoundGuy someone pee in your cornflakes?
1551390,2184066306,@Decoratorfinds you are welcome.,@Decoratorfinds You are welcome.
639961,2234850015,@marcofolio It was fake  http://tinyurl.com/l47gdd,@marcofolio it was false http://tinyurl.com/l47gdd
1486336,2068058463,@TastesLikePain do you think you'd be able to cme? We can party with Miley,@Tasteslillpain Do you think you could be able to CME? We can party with Miley
1120204,1973913185,FANTASY...everyone has one!,Fantasy ... everyone has one!
58737,1685966468,There can't be more than 100 people here,There can not be more than 100 people here
994765,1835608710,@sarahwilkes which means you SHOULD be at the airport around 4:30 or so.,"@Sarahwilkes, which means you should be at the airport around 4:30 am."
486708,2181693618,Feeling a little bummed. I can't go to a free (gifts from work) Padres game OR free Mozart Festival because I have shows every night. Big,Feel a little disappointed. I cannot go to a free padding game (work gifts) or a free mozart festival because I have shows every night. Wholesale
321489,2003802196,"@johnyeng Nope,  not in Italy anymore ","@johnyeng no, more in Italy"
511812,2189986249,I feel sick  Woke up at 3am and couldn't get back to sleep,I feel sick woke up at 3 am and I couldn't fall asleep
805692,1468699662,@LittlePearls did you mean the forget-me-not skirt? I saw that too! Very tempted...,@Littlepearls do you want to say the skirt forget? I saw that too! Very tempted ...
769513,2301453434,@mitchelmusso i just watched the video for 'Hey' on your myspace - loved it! but can't get your stuff in the UK,@Mitchelmusso I just watched the video for 'Hey' on your myspace - I loved it! But I can't get your things in the United Kingdom
1198986,1985233754,http://twitpic.com/6dbnb - the other,http://twitpic.com/6dbnb - the other
283990,1993056702,I hate waking up,I hate to wake up
126558,1834546474,OMG i got a science exam tmrrow :O i dont know NOTHING ?! what to doooooo  grrrrr ;;,OMG I have a tmrrow scientific examination: o I don't know?! What's Doooooo grrrrr ;;
211825,1974588003,". @AmyDymond EMP definitely cool, but NOT little kid friendly (they make you check diaper bags @ door) &amp; no photos allowed. ",". @AMYDYMOND permanently set cool, but not small children (they have you checked the bags with @ door) & amp; No authorized photo."
1221856,1990223197,Maraiana's Trench concert june 16th !,Maraiana's Concert Trench on June 16!
1301958,2007978019,@petewentz i want that tour yearbook! i went to the ATL show.,@pewentz I want this tour directory! I went to the ATL show.
938963,1793570593,sagt thanks for the pizza Francis! And good luck in your new job!  http://plurk.com/p/tqfml,Sagt Thank you for the Pizza Francis! And good luck in your new job! http://plurk.com/p/tqfml
1150467,1978459600,"We spend too much time on Twitter, gud Morning ","We spend too much time on Twitter, Gud Morning"
830243,1557283289,@iamwhoever I think he will in time. he cant see it now cuz he's in the midst of the storm but it'll calm down&amp;they'll be moments of sun,@imwhoever I think he will do it over time. He cannot see him now because he is in the middle of the storm but it will calm down & amp; they will be sunshine
1501782,2071539387,@RachelMcAdams_ Okay..you just totally made my night! I'm all twitterpated now,@Rachelmcadams_ OK..You just my night! I'm all on Twitter now
1427442,2059396097,@RebekahGlass nope! I've been told to read/watch but never did :shrug: maybe someday,@Rebekahglass no! I have been told to read / watch but I never did: shruate my shoulders: maybe one day
87133,1754363285,I don't want to work today,I don't want to work today
896694,1693117901,2nite was one of the best nites in my life...lets hope it continues                ...crushin,2nite was one of the best nights in my life ... Hopefully it continues ... Crushin
313345,2001734004,"OMG so sick, think I got the swine flu ","OMG so sick, think that I had the swine"
58096,1685821091,this headache is slowly killing me...how much more advil does it take???I already took 1200 mg and it is still there,This headache kills me slowly ... How much more advil does it take ??? I have already taken 1200 mg and he is still there
969866,1827987166,@GrumH I didn't know you were a pilot ?,@Grumh I didn't know you were a driver?
263611,1986596501,"I do not particularly care for one-day weekends.  I do, however, love 3 day weekends.  This weekend was a 1-dayer.  ","I do not particularly care about the weekends of a day. However, I love 3-day weekends. This weekend was one day."
1411258,2056429024,i'm having pizza tonight! wooo,I'm doing pizza tonight! courier
783869,2324023632,"@melancholyloss Saturday, but ive also got one on Monday. neither of them i've been able to start studying for until today ","@Melancholyloss on Saturday, but I also got a Monday. None of them, I could not start studying until today"
554231,2203805739,@bobbi10100 lol  too many people beat themselves up when trying to lose weight,@ bobbi10100 lol too many people fight when they try to lose weight
103589,1795751883,@TrentShelton no!!!! dont put the @hoecop on the hoes! then i wont have anyone to talk to,@Trentshelton no !!!! Do not put the @Hoep on the Houes! So I will have no one to talk to
1019334,1882178345,@TwiCrackAddict I forgot what character was Gianna? please refresh my memory,@Twicrackaddict I forgot which character was Gianna? Please refresh my memory
952955,1824546228,@heidimontag Hey Heidi i think you are awesome hope you are enjoying married life with @spencerpratt   much love xox,@Heidimontag hey heidi I think you are great I hope you appreciate marital life with @Spencerpratt a lot of love xox
733262,2264274429,"Around 6pm I lost all 3G and internet options on my iPhone, kind of bummed. Guessing it will be the same all day tomorrow, so stoked ","Around 6 p.m., I lost all 3G and Internet options on my iPhone, in a way disappointed. Guess that it will be the same thing all day tomorrow, so stoké"
662022,2243426184,@kiaradianexxx We missed you last night,@Kiaradianexxx you missed last night
416519,2061323242,Rafa in doubt for Wimbledon. How very sad for him.,Rafa in doubt for Wimbledon. How sad for him.
1115927,1973053902,@tintinMR thankyou sweetie,@tintinmr thank you my darling
1220436,1990050733,gonna watch mtv movie awards now  yay!,I'm going to watch MTV Movie Awards now Yay!
1173282,1980744912,@kyanisunrise Glad to know you. You should know my great friend @beartwinsmom - she's a doll and u will enjoy her tweetage,@Kyanisunrise happy to know you. You should know my great friend @beartwinsmom - it's a doll and you will appreciate his tweeting
585035,2215491916,"If a tornado touches down in my back yard, I love you all. ","If a tornado is touching in my backyard, I love you all."
66403,1691778135,@DozalBrothers redstripe gives me hiccup vurps.,@Dozalbrothers redstripe gives me hiccups.
711373,2258205314,Been working since 9 and i still have not gone to lunch  stupid low staffed store.,I have been working for 9 years and I still haven't been to the stupid staff store for lunch.
889747,1687799544,@ludajuice @ my mama house n told her love u lady she sd aww n get yo ass out my kitchen absolut bottle was lookin halfempty last time,@ludajuice @ my house mom n tells her love u the lady she doesnw n take out your ass my absolute kitchen absolute bottles half the last time
6459,1469438079,ready to go to my cousins...at five...its now 14:22,Ready to go to my cousins ​​... to five ... it's now 14:22
1037178,1956480812,@patita: &quot;  THX4EVERYTHING @Animallover@Eileenonline@carla_araujo@Chise@kareliz @Susyva@Gelsomino@albertsdad@... ? http://blip.fm/~78mnj,@patita: & quot; Thx4everhyme @ Animalover @ eileenonline @ carla_araujo @ chise @ kareliz @ Susyva @ gelomino @ albertsdad @ ...? http://blip.fm/~78mnj
1368471,2050602763,Out at dinner with the family,Go out with the family
518197,2191480370,"@Buffyxx Yeah, and I felt a definate crack. I can also smell blood - urk. Danny said he thinks it might be. ","@Buffyxx yeah, and I felt a final crack. I can also feel blood - Urk. Danny said he thought it could be."
585322,2215585331,i cant get my mac to recognize my camera  and i took some really awesome pictures today.,I can't ask my Mac to recognize my camera and I took really great photos today.
22963,1557614871,@theosakasun WOO! WOO! I can't get it though,@Theosakasun woo! Courize! I can't get it however
1559396,2186060489,"@Weirding Ah, spreading the love. ","@Weirding ah, broadcasting love."
36268,1565610438,@MuzicChiq its gonna be 95 here and its already heating up,@Muzicchiq it will be 95 here and he warms up already
1162171,1979568036,Watching elmo in grouchland  How old is elmo? does he have parents? So many questions haha,Watch Elmo in Grouchland How old is Elmo? Does he have parents? So many questions haha
773814,2306246989,I want this week to end badly so I can watch Transformers 2!,I want this week to end badly so that I can watch Transformers 2!
235627,1979816811,Dangit!! All these AMAZING bands are in Seattle now. Why Seattle? Because SC sucks...,Dangit !! All these incredible groups are now in Seattle. Why Seattle? Because SC fears ...
1315354,2014022078,Goodnight everyoneeee  Love yall,Good night everyone loves yall
639026,2234616281,Sitting in my apartment alone. I want company,Sitting in my apartment alone. I want the company
1373003,2051292971,@mrsteveharvey i love your stand up,@mrsteveharvey I like your stand up
630596,2232047746,@samiilovesyouu NOO!  i didnt hear that part i was to busy freaking about about joe and kevin.,@SamiilOVESYOUU NOO! I did not hear this part that I was busy making frequently about Joe and Kevin.
421237,2062376798,i miss my chicas already,I already miss my chicas
1426949,2059313966,"raining outside so I'm in bed with a salad, coke, peanut m&amp;ms, eeepc, stationery, dsi, and dvd. it's a hard life ","I do rain outside, so I'm in bed with a salad, coke, m & amp; MS, MS, EPCC, stationery, DSI and DVD. It's a difficult life"
1103511,1971051833,"@olzord lol I'm not sure but if you get a petition for it, make sure you link it so I can sign it and pass it on ","@OLZORD LOL I am not sure but if you get a petition for this, be sure to link it so that I can sign it and transmit it"
1469908,2064967684,counting the days until Peru,Count the days to Peru
1000981,1880057486,Just had fried tilapia for lunch. Thanks Quena for the delicious lunch!,I just had Tilapia Frit for lunch. Thank you Quena for the delicious lunch!
944700,1795701754,I just won tickets for the prepremiere Coco Avant Chanel  I'm so happy ^^ I love Chanel and Audrey Tautou is gorgeous!,I just won tickets for the coconut pre -prémière before Chanel I am so happy ^^ I love Chanel and Audrey Tautou is magnificent!
1107398,1971575675,@theDebbyRyan eleanor?  my name's eleonora,@Thedebbyryan Eleanor? My name is Eleonora
1260957,1998475001,http://twitpic.com/6ftmh - oww` the 90z kid mixtape official cover. imaqine the contents  !! myspace.com/futurebarbz,http://twitpic.com/6ftmh - Oww` the official coverage of mixtape Kid 90z Kid. IMAQINE The content !! MySpace.com/futurebarbz
70126,1693553010,@Jams727  disapointing....,@ Jams727 disappointing ...
1237445,1993038048,"At work, watching Lifetime movies and cleaning while the munchkin naps ","At work, watch movies for life and clean while Munchkin naps"
1311083,2013414694,Project #Natal...I so want to get an #Xbox now   http://ow.ly/aLYh,#Natal project ... I want to get a #xbox now http://ow.ly/alyh
1397104,2053921535,@panacea81 My friend is in a wedding and having to wear a yellow dress with no clue as to what color makeup to use. Suggestions?,@ Panacea81 My friend is in a wedding and must wear a yellow dress without any clue to the color makeup to be used. Suggestions?
1422260,2058464013,@cautiontape If you're that into balls I've got some you can play with.,"@CaUTIONTAPE If you are in the balls, I can play with you."
100831,1794157248,Might have found my nimbuzz problem over 2g on 3uk. Yes its 3uk. Works great over o2 2g connection  i'll add to 3uk problem list,"Could have found my Nimbuzz problem on 2G on 3uk. Yes it's 3uk. Works very well on the O2 2G connection, I will add to the list of 3uk problems"
376195,2051621658,@roc_kandy im soo tite right now cuz i was on park ave just now smh now im in bk! no Chunes 4 me  lol,@Roc_kandy I'm so soy right now because I was on Park Ave completely SMH now I'm in BK! no pieces 4 me lol
247747,1982545592,It's really unbelievably difficult for me to draw without my Wacom tablet.,It's really incredibly difficult for me to draw without my Wacom tablet.
888636,1687369362,@anthonynacc I am happy you had such a great time..,"@antHonynacc, I am happy that you had such a good time."
1075124,1967132790,"Wow... a very long day (12 hours). Got a lot accomplished this week, including a major project, which is ready to launch ","Wow ... a very long day (12 hours). Has been doing a lot this week, including a major project, which is ready to be launched"
725905,2262440680,@danniFNB neither do i,@dannifnb either
349507,2017208836,remembering how much i hate sunscreen,Remember how much I hate
1585313,2190666851,"@daisyrainlane Noticed that I had not replied to your invite.  I'm not going to be able to make it, if things change I'll give you a call ","@daisyrainlane noticed that I had not responded to your invitation. I will not be able to get there, if things change"
723673,2261856276,"i want to sleep!!!, but i can't ","I want to sleep !!!, but I can't"
298237,1997626955,chilling in the condo being bored and missing my better half,Cooling in the condo is bored and lacks my best half
388955,2054348993,we had a quiz I only got 17/25. A bunch of sketches but it got wet!  the serpentina pattern is stress haha,We had a quiz that I only obtained 17/25. A bunch of sketches but he got wet! The serpentine motif is stress haha
211575,1974524195,@SunShine_713 idk and what about summer school,@ Sunshine_713 IDK and what about summer school
1453941,2063279572,"Call Of Duty Modern Warfare 2 O.M.G. I can't wait....foreal, but the &quot;SIMS 3&quot; I just gotta cop that one  just because it looks amazing","Call of Duty Modern Warfare 2 O.M.G. I can't wait .... Foreal, but the & quot; Sims 3 & quot; I just have to do the boyfriend just because he looks incredible"
713505,2258850874,he's LEAVING me on july 3rd to go home for FIVE WEEKS! noooo!,He left me on July 3 to go home for five weeks! Noooo!
665090,2244748870,"ok tweeters, off to do some writing then off to work! Have to close tonight ","Ok tweeters, to write then to work! I have to close tonight"
1118119,1973538135,"@risedogan thank u,don't know! ","@RESEDOGAN Thank you, I don't know!"
567123,2207079438,Jenny Lewis &amp; the Heartbreakers are playing the HOB June 26 but we're opening up for Righteous Buddha that night at Chelsea's,"Jenny Lewis & Amp; The Heartbreakers play the hob on June 26, but we are opening up for the right Buddha that evening at Chelsea"
491482,2183841910,"@Brawny2004  Hang in there, B.","@ Brawny2004 hang on, B."
9248,1548667102,i almost slipped into a panic attack tonight. it took a lot to fight it off,I almost slipped into a panic attack tonight. It took a lot to fight it
1451144,2063013034,i can wait harry potter 6 &amp; new moon !,I can wait for Harry Potter 6 & amp; new Moon !
855272,1573545386,@johnsalminen Can't tell the details about the project but I'm working with ASP.NET and SQL Server. Lots of DB design ahead,@Johnsalminen cannot say the details of the project but I work with ASP.NET and SQL Server. Lots of database design
1519438,2176080001,@EgosXII I know train drivers! Kurt told me about tram drivers!,@Egosxii I know the train pilots! Kurt told me about tram drivers!
1454595,2063340132,Well I'm going to bed and trying it all out tomorrow. Night tweeps,"Well, I'm going to bed and try everything tomorrow. Night tweeps"
780781,2323257988,I feel a cold coming on,I feel a cold coming
1415743,2057280386,"i`m going sleep,, in my new bed (:    ","I'm going to sleep, in my new bed (:"
742875,2266672158,why do weekends go so quick,Why do weekends go so fast
519004,2191684297,sick with the flu!  hopefully just the normal one not the swine one...,Liws sick! Hopefully the normal not the pork ...
121709,1833567499,@Poage_Photo that game was pretty fun to watch. The Swingers are kind of bitter rivals for us,@Poage_photo This game was quite fun to watch. Swingers are a little bitter rivals for us
794749,2327100128,@coffeepink yeah--it croaked. left me and the fam at the side of the road...felt bad for my kids.  but today is a new day!!,"@CoffofofePINK yeah - he croche. Leave me and the family by the road ... I felt bad for my children. But today, it's a new day !!"
1104104,1971122124,"@bellysbride doh, of course. ","@Bellysbrid Doh, of course."
1424572,2058895891,"doing laundry, when i get back, id like to recieve a million @ replys &lt;3   tytyty ","Make the laundry, when I come back, I would like to receive a million @ Answers & lt; 3 Tytyty"
1262691,1998875170,@WxDan LMFAOOO!!!!  Two thumbs up for that comeback.,@Wxdan lmfaoooo !!!! Two inches for this return.
307973,2000593353,@taylorswift13 ur songs are great to listen to when ur a little bit sad,@ Taylorswift13 Your songs are great to listen to when you are a little sad
1270900,2000474195,@Miz_Calamity as long as I run into you over the week it's all good.,"@Miz_Calamity as long as I meet you during the week, everything is fine."
1170921,1980432592,working on the car,Work on the car
869518,1678152061,@toddkashdan Amazon has shipped ur book today  Europe under supplied? or they're just not curious enough (self-reinforcing cycle),@Toddkashdan Amazon has shipped your book today Europe under suppli? Or they are just not curious enough (self-reinforcement cycle)
1069543,1965934962,@jaimelondonboy learn to love the cheese..........  and the dodgy blue screen,@jailondonboy Learn to love cheese .......... and dubious blue screen
856245,1573717402,"got a picture to workk, time to sleep a bit, big day ahead ","I have a photo in workk, it's time to sleep a little, big day to come"
1332205,2016139832,Good Morning Tweeters  Hope everyone has a great day!,Hello Tweeters hope that everyone has a great day!
1138690,1976863315,"@IanNeufeld Hey you..it's me, Nytie...found yer twitter.  ","@Ianneufeld hey you .. It's me, nytie ... Find your Twitter."
1490602,2068910307,"@wellcaffeinated... I suppose I could come to chez vous on July 22nd instead, if you refuse to return to sunny Mtl to appease me ","@Wellcaffeineined ... I guess I could come to your home on July 22 instead, if you refuse to return to Sunny MTL to email me"
1125160,1974793102,just got back from the pool. My friend and me made the most hilarious video today  love ya N!,"I have just returned from the pool. My friend and I made the most hilarious video today, I love you N!"
799302,2328937088,@samwoodslol you ass. I'm stuck in the side if the road with a poorly Francis after having no sleep last nite &amp; my hay fever is raping me,@samwoodslol you ass. I am stuck on the side if the road with a pen of Francis after having the last sleep the last and the amplifier; My hay rape
481054,2179496288,Had an awsome weekend !!! Now bored at work!,We had a great weekend !!! Now bored at work!
173385,1964015233,@tommcfly aww bless  haha your cute Tom,@Tommcfly awé blesse haha ​​tone cute Tom
1307341,2012312703,@ cpk with the fam  then movie w friends!,@ Cpk with the family then the film w Friends!
1368320,2050582290,@newbornrodeo aw nice  have a safe flight,@Newbornrodeo Aw Nice has a safe flight
1149282,1978321931,shares http://tinyurl.com/lzvnk3 (RP fr Preggy Mommy &amp; Iris: New Moon 15-sec trailer  Enjoy!) http://plurk.com/p/xbtrs,Sharing http://tinyurl.com/lzvnk3 (RP Fr Preggy Mommy & amp; Iris: New Moon 15-sec Trailer!) Http://plurk.com/p/xbtrs
381993,2052897683,had an awesome night last night to wake up and find its raining really bad,We spent a great night last night to wake up and find her rain really bad
310549,2001119279,"the scale hates me today,even more than usuall ","The scale hates me today, even more than usual"
726759,2262655055,"Wow way to be a jerk, seriously I can't stand you and now I'm supposed to celebrate a whole day to you? ","Wow way of being an idiot, seriously I can't bear you and now I'm supposed to celebrate a whole day to you?"
803642,1468407611,@DazzleMeThis Nawww. Im glad i can make you smile. Like this &gt;&gt;    hehehehehe. Do you have a bf? He'd be a lucky guy i reckon!,@Dazzlemethis nawww. I'm happy to be able to make you smile. Like that & gt; & gt; Hehehehehe. Do you have a boyfriend? He would be a lucky guy I think!
210346,1974219327,@MadelynReynolds and I meeting up with @justinmjohns rt now! ...headed down to Newport Beach in a bit. Where's @Vogelpedia ??,@Madelynreynolds and I meet @justinmjohns RT now! ... leader a little at Newport Beach. Where is @vogelpedia ??
1370006,2050924168,@tonyhawk That's too awesome!,@Tonyhawk it's too great!
198001,1971125743,i didn't make the squad,I did not do the team
1126988,1975119995,@C_S_J oh hahaha. grade 8-11 wore red sweaters.. grade 12 was black,@C_s_j oh hahaha. The 8-11th year wore red sweaters. The 12th year was black
54806,1684845691,Not feelin too good!,Don't feel too well!
1104093,1971121495,@keyoperatedzero but you has headache. :x and you needs your sleepins. (and you can has sum jobro dreems i will send dem 2 u). ily,"@KeyoperaTedzero but you have a headache. : X and you need your sleepins. (And you may have Sum Jobro Dreems, I will send Dem 2 U). there's"
1328668,2015554469,"Hurrah! I finally have a picture  Well i'm not up to much at the minute, may watch a film! xoxo","Hourra! I finally have a photo although I am not up to the minute, I can watch a movie! XOXO"
1506611,2174360568,"@Starscream86 haha, you're so clever! I love you and I miss your skidduls! ","@ Starscream86 haha, you are so intelligent! I love you and I miss your skidduls!"
495391,2185226752,"Good morning! Its very wet &amp; cold in Cape Town, wish I didn't hav 2 work on a public holiday ","Good morning! It's very humid & amp; Cold to Cape Town, I would have liked not to work on a holiday"
45748,1677235943,@kandygoss   what's up babygirl?,@Kandygoss What's nine babygirl?
342217,2015212274,"it's &quot;one of those days&quot; where everything is poop; in a negative, fed up mood. ","It is ""one of these days"" when everything is poop; in a negative and fed up."
1371943,2051215762,twitter is working again!  i didn't realize how much i loved it until now. haha,Twitter works again! I did not know how much I loved it so far. haha
1098369,1970477511,its sunny 2day  yeh !!!,Its 2 sunny days yeh !!!
1357434,2048007567,@jackgraycnn Welcome! You are very clever with your tweets. AC360 + CNN lucky to have you. Maybe you should do a stint on Conan?,@jackgraycnn Welcome! You are very intelligent with your tweets. AC360 + CNN lucky to have you. Maybe you should make a passage on Conan?
1261366,1998595691,I just finished Breaking Dawn!!! So good! Now I'm going to see UP,I just finished the breakdown of the dawn !!! So good! Now I will see
1320999,2014644151,"@TheVASydney Why, thank you, girlfriend ","@Thevasydney why, thank you, girlfriend"
911364,1751920534,@SustainableSeas I do now. thanks for turning me on to them. I follow them on fb but was not here.,@Sustainables I do it now. Thank you for lighting me towards them. I follow them on FB but was not there.
90498,1755840811,im getting my braces tightened tomorrow!,I tighten my hugs tomorrow!
203469,1972374185,was sick this morning,was sick this morning
792493,2326296949,Idk what to do today,Idk what to do today
235083,1979715125,"only 10 days in Berlin,  but only 13 before the Montreal Fringe Fest :-D humm that lucky 13 it's time to make a t-wish","Only 10 days in Berlin, but only 13 before Montreal Fringe Fest: -D humm that lucky 13 it's time to make a t-wish"
